UniprotID,Results,Uniprot_NEorER,Uniprot_subcell
Q14318,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q14318', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16176796'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic side', 'id': 'SL-9910'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 1', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12510191'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18385096'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic side', 'id': 'SL-9910'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 3', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18385096'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'value': 'Single-pass membrane protein', 'id': 'SL-9904'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic side', 'id': 'SL-9910'}}]}]}",0.0,"Mitochondrion, Mitochondrion membrane, Mitochondrion membrane, Mitochondrion membrane"
O95292,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O95292', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22131369'}], 'value': 'Present in mitochondria-associated membranes that are endoplasmic reticulum membrane regions closely apposed to the outer mitochondrial membrane'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32344433'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33124732'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9P0L0'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}]}]}",1.0,Endoplasmic reticulum membrane
O15260,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O15260', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18287528'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33186557'}], 'value': 'Cycles between the endoplasmic reticulum and the Golgi'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18287528'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30251625'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33186557'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18287528'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18287528'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30251625'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '33186557'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus membrane"
Q16611,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q16611', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29531808'}], 'value': 'Mitochondrion outer membrane', 'id': 'SL-0172'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",0.0,Mitochondrion outer membrane
Q9NRK6,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NRK6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9JI39'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Mitochondrion inner membrane
Q9H9B4,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9H9B4', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27184847'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30442778'}], 'value': 'Mitochondrion inner membrane', 'id': 'SL-0168'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Mitochondrion inner membrane
Q8IXI1,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8IXI1', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Colocalizes with MGARP and RHOT2 at the mitochondria'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12482879'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19528298'}], 'value': 'Mitochondrion outer membrane', 'id': 'SL-0172'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12482879'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19528298'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}]}]}",0.0,Mitochondrion outer membrane
Q9UHQ4,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9UHQ4', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
O75396,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O75396', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17081065'}], 'value': 'Concentrated most in the intermediate compartment/cis-Golgi network and the cis-Golgi cisternae 1 and 2. Greatly reduced in concentration at the trans end of the Golgi apparatus (By similarity). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}], 'value': 'Golgi apparatus, cis-Golgi network membrane', 'id': 'SL-0068'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q4KM74'}], 'value': 'Golgi apparatus, trans-Golgi network membrane', 'id': 'SL-0267'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17081065'}], 'value': 'Melanosome', 'id': 'SL-0161'}}]}]}",1.0,"Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus, cis-Golgi network membrane, Golgi apparatus, trans-Golgi network membrane, Melanosome"
Q9Y2H6,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9Y2H6', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",0.0,Golgi apparatus membrane
Q14573,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q14573', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",0.0,Endoplasmic reticulum membrane
Q9H3N1,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9H3N1', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11152479'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22045338'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27502484'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30425049'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31304984'}], 'value': 'Predominantly found in the endoplasmic reticulum (PubMed:11152479). Secreted in the extracellular space following thrombin stimulation (PubMed:30425049). Localizes to mitochondria-associated endoplasmic reticulum membrane (MAM); palmitoylation is required for MAM localization (PubMed:22045338, PubMed:27502484, PubMed:31304984)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11152479'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22045338'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27502484'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31304984'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '37648867'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22045338'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27502484'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31304984'}], 'value': 'Mitochondrion membrane', 'id': 'SL-0171'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '30425049'}], 'value': 'Secreted', 'id': 'SL-0243'}}]}]}",1.0,"Endoplasmic reticulum membrane, Mitochondrion membrane, Secreted"
P39656,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P39656', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q29381'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q29381'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,Endoplasmic reticulum membrane
Q5JTH9,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5JTH9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12429849'}], 'value': 'Nucleus, nucleolus', 'id': 'SL-0188'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,"Nucleus, nucleolus, Nucleus membrane"
Q9NTJ5,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NTJ5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27044890'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31806350'}], 'value': 'Trafficking between the ER and Golgi is regulated by nutrient status and by TMEM39A (PubMed:31806350). Localizes to endoplasmic reticulum-plasma membrane contact sites (EPCS) in the presence of phosphatidylinositol-4,5-bisphosphate (PubMed:27044890)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27044890'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29461204'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31806350'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '29461204'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '31806350'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus membrane"
P61619,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P61619', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27392076'}], 'value': 'Localizes exclusively in granular structures in the endoplasmic reticulum (ER)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12475939'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27392076'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '32814900'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '36261522'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '8616892'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
Q53GQ0,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q53GQ0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12482854'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12482854'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
P38435,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P38435', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10910912'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10910912'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
O94966,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O94966', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19465887'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '19465887'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,Endoplasmic reticulum membrane
Q9NRZ7,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NRZ7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '20537980'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21173190'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21173190'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}]}]}",1.0,"Endoplasmic reticulum membrane, Nucleus envelope"
Q9Y696,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9Y696', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9Z0W7'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14569596'}], 'value': 'Colocalized with AKAP9 at the centrosome and midbody. Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain. Present in an intracellular vesicular compartment that likely represent trans-Golgi network vesicles. Might not be present in the nucleus of cardiac cells'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14569596'}], 'value': 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'id': 'SL-0048'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '17636002'}], 'value': 'Cytoplasmic vesicle membrane', 'id': 'SL-0089'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '17636002'}], 'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18302930'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9Z0W7'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14569596'}], 'value': 'Cell junction', 'id': 'SL-0038'}}]}]}",0.0,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, Cytoplasmic vesicle membrane, Nucleus, Cell membrane, Mitochondrion, Cell junction"
Q9BUM1,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9BUM1', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '13129915'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '13129915'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
Q03518,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q03518', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'The transmembrane segments seem to form a pore in the membrane'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '1589036'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22638925'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
Q9P246,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9P246', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Dynamically translocates from a uniform endoplasmic reticulum distribution to punctual endoplasmic reticulum-plasma membrane junctions in response to decrease in endoplasmic reticulum Ca(2+) concentration'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16860747'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17905723'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160041'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16860747'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '17905723'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160041'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,Endoplasmic reticulum membrane
O15269,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O15269', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21618344'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'O35704'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,Endoplasmic reticulum membrane
